P,N,Word,Color,Congruency,Response,Accuracy,RT,Orientation,Accuracy2,RT2,Task
15,26,2,1,0,122,1,0.80731813727174995,1,1,0.49993220000010302,Test
15,27,5,3,2,110,1,0.63404400000013095,2,1,0.61619169999994505,Test
15,28,4,1,0,122,1,0.93125743727159704,0,0,0,Test
15,29,2,2,1,120,1,0.88465599999995004,0,0,0,Test
15,30,1,1,1,122,1,1.0127658372716699,2,1,0.50965823727165105,Test
15,31,5,2,2,120,1,0.75851013727151395,2,1,0.51879101181452802,Test
15,32,1,1,1,122,1,0.82688469999993697,1,1,0.40554153727157399,Test
15,33,5,4,2,109,1,0.756093137271591,0,0,0,Test
15,34,2,1,0,122,1,0.87340220000010105,1,1,0.39952001181450197,Test
15,35,5,4,2,109,1,0.78897280000001102,2,1,0.31879303727168901,Test
15,36,3,1,0,122,1,0.92518240000004004,0,0,0,Test
15,37,5,3,2,110,1,0.772713037271615,2,1,0.51043293727161698,Test
15,38,1,2,0,120,1,0.94986210000001903,2,1,0.48957963727161802,Test
15,39,5,3,2,110,1,0.69809993727153596,0,0,0,Test
15,40,2,1,0,122,1,0.97464790000003598,2,1,0.485639499999934,Test
15,41,5,4,2,109,1,1.0603740372714601,1,1,0.51927780000005397,Test
15,42,3,2,0,120,1,0.73215753727163302,0,0,0,Test
15,43,5,4,2,109,1,0.75016270000014595,0,0,0,Test
15,44,3,3,1,110,1,0.80896639999991804,2,1,0.53460599999993996,Test
15,45,2,2,1,120,1,0.718203099999982,0,0,0,Test
15,46,4,4,1,109,1,0.76189040000008401,2,1,0.48903820000009501,Test
15,47,3,3,1,110,1,0.66285633727170501,0,0,0,Test
15,48,4,4,1,109,1,0.70935023727156499,2,1,0.55053763727164595,Test
15,49,5,1,2,122,1,0.87795669999991299,1,1,0.50042773727182099,Test
15,50,1,4,0,109,1,0.68246439999984398,1,1,0.53928589999986798,Test
15,51,5,2,2,120,1,0.80221729999993796,0,0,0,Test
15,52,4,3,0,110,1,0.69125019999978599,2,1,0.51191059999996502,Test
15,53,5,1,2,122,1,0.81372687454313597,1,1,8.5410572999999204,Test
15,54,2,2,1,120,1,0.92795990000013295,1,1,0.49629323727162999,Test
15,55,1,3,0,110,1,0.79005129999995904,1,1,0.51394239999990499,Test
15,56,4,4,1,109,1,0.708343799999966,1,1,0.54312819999995599,Test
15,57,3,2,0,120,1,0.73646619999999496,0,0,0,Test
15,58,5,4,2,109,1,0.74062859999980901,1,1,0.51813680000009299,Test
15,59,4,3,0,110,1,0.653614137271461,2,1,0.455931400000054,Test
15,60,2,2,1,120,1,0.74792619999993804,0,0,0,Test
15,61,3,3,1,110,1,0.687851500000079,1,1,0.45431710000002601,Test
15,62,2,1,0,122,1,0.78326340000012395,1,1,0.47709809999992098,Test
15,63,5,3,2,110,1,0.66612009999994404,2,1,0.49325290000001598,Test
15,64,4,1,0,122,1,0.678926399999909,0,0,0,Test
15,65,2,2,1,120,1,0.77498130000003596,0,0,0,Test
15,66,1,1,1,110,0,0.69452863727178704,2,1,0.44245019999993901,Test
15,67,5,2,2,122,0,0.73934229999986201,2,1,0.48405969999998899,Test
15,68,1,1,1,122,1,0.78599110000004702,1,1,0.51274879999982703,Test
15,69,5,4,2,109,1,0.72376789999998403,0,0,0,Test
15,70,2,1,0,122,1,1.0616319372716101,1,1,0.42843543727167299,Test
15,71,5,4,2,109,1,0.67220829999996601,2,1,0.46052550000013098,Test
15,72,3,1,0,122,1,0.90212533727162703,0,0,0,Test
15,73,5,3,2,110,1,1.0088533372716,2,1,0.54634069999997303,Test
15,74,1,2,0,120,1,0.68709363727157302,2,1,0.506730574543099,Test
15,75,5,3,2,110,1,0.72671990000003495,0,0,0,Test
15,76,2,1,0,122,1,1.00259019999999,2,1,0.44614303727166799,Test
15,77,5,4,2,109,1,0.74359540000000401,1,1,0.47145169999998898,Test
15,78,3,2,0,120,1,0.80118779999998002,0,0,0,Test
15,79,5,4,2,109,1,0.75984029999995095,0,0,0,Test
15,80,3,3,1,110,1,0.79328423727156405,2,1,0.50847769999995795,Test
15,81,2,2,1,120,1,0.87925630000017896,0,0,0,Test
15,82,4,4,1,109,1,0.80174749999992001,2,1,0.47507863727173599,Test
15,83,3,3,1,110,1,0.67016763727178796,0,0,0,Test
15,84,4,4,1,109,1,0.73894303727161104,2,1,0.523732500000051,Test
15,85,5,1,2,122,1,0.79589540000006298,1,1,0.55494943727171597,Test
15,86,1,4,0,109,1,0.73143639999989296,1,1,3.6347540000001599,Test
15,87,5,2,2,120,1,0.84382623727151396,0,0,0,Test
15,88,4,3,0,110,1,0.75096389999998803,2,1,0.59159460000000796,Test
15,89,5,1,2,122,1,0.88170613727152203,1,1,0.48373800000013001,Test
15,90,2,2,1,120,1,0.82148483727155497,1,1,0.47279423727150099,Test
15,91,1,3,0,110,1,0.77285719999986202,1,1,0.55305419999990602,Test
15,92,4,4,1,109,1,0.76500089999990495,1,1,0.37670170000001202,Test
15,93,3,2,0,120,1,0.79053829999998004,0,0,0,Test
15,94,5,4,2,109,1,0.74423749999982702,1,1,0.40115013727177001,Test
15,95,4,3,0,110,1,0.69982763727171005,2,1,1.0960250372716001,Test
15,96,2,2,1,120,1,0.72998333727173303,0,0,0,Test
15,97,3,3,1,110,1,0.74379520000002197,1,1,0.42202029999998603,Test
15,98,2,1,0,122,1,0.84636973727151599,1,1,0.51572629999986896,Test
15,99,5,3,2,110,1,0.69691910000005897,2,1,0.46269723727164103,Test
15,100,4,1,0,122,1,1.2147551999999,0,0,0,Test
15,101,2,2,1,120,1,0.83953249999990498,0,0,0,Test
15,102,1,1,1,122,1,0.86051153727180496,2,1,0.508882337271643,Test
15,103,5,2,2,120,1,0.74538890000007996,2,1,0.43750697454311199,Test
15,104,1,1,1,122,1,0.96921153727157605,1,1,0.51771850000000097,Test
15,105,5,4,2,109,1,0.75296379999986096,0,0,0,Test
15,106,2,1,0,122,1,0.772715999999946,1,1,0.47057339999992098,Test
15,107,5,4,2,109,1,0.72313609999992001,2,1,0.47741024908623297,Test
15,108,3,1,0,122,1,0.81343163727160595,0,0,0,Test
15,109,5,3,2,110,1,0.81984163727179304,2,1,0.461830399999826,Test
15,110,1,2,0,120,1,1.07325859999992,2,1,0.50764320000007501,Test
15,111,5,3,2,110,1,0.64292999999997902,0,0,0,Test
15,112,2,1,0,122,1,0.85249900000008005,2,1,0.49946589999990498,Test
15,113,5,4,2,109,1,0.74798340000006702,1,1,0.50507021181465495,Test
15,114,3,2,0,120,1,0.89926453727162003,0,0,0,Test
15,115,5,4,2,109,1,0.758298937271775,0,0,0,Test
15,116,3,3,1,110,1,0.72796960000005095,2,1,0.494121274542977,Test
15,117,2,2,1,120,1,0.93697829999996396,0,0,0,Test
15,118,4,4,1,109,1,0.73199939999995001,2,1,0.53871653727173896,Test
15,119,3,3,1,110,1,0.66259333727157399,0,0,0,Test
15,120,4,4,1,109,1,0.79844299999990698,2,1,0.49553250000008098,Test
15,121,5,1,2,122,1,1.0743995999998801,1,1,0.55808039999988102,Test
15,122,1,4,0,109,1,0.77313679999997498,1,1,0.50353329999984497,Test
15,123,5,2,2,120,1,0.80313763727167498,0,0,0,Test
15,124,4,3,0,110,1,0.76125810000007699,2,1,0.43706730000008098,Test
15,125,5,1,2,122,1,0.93635610000001201,1,1,0.53933899999992696,Test
15,126,2,2,1,120,1,0.785869000000048,1,1,0.51614043727158798,Test
15,127,1,3,0,110,1,0.690186699999913,1,1,0.50115580000010596,Test
15,128,4,4,1,109,1,0.67005779999999504,1,1,0.45569287454304702,Test
15,129,3,2,0,120,1,0.80028220000008299,0,0,0,Test
15,130,5,4,2,109,1,0.73036270000011405,1,1,0.49884693727153701,Test
15,131,4,3,0,110,1,0.67209333727168996,2,1,0.46149170000012402,Test
15,132,2,2,1,120,1,0.89550663727163704,0,0,0,Test
15,133,3,3,1,110,1,1.7881648999998601,1,1,0.47000120000007001,Test
15,134,2,1,0,122,1,0.72933510000007096,1,1,0.39195830000016901,Test
15,135,5,3,2,110,1,0.71292103727159895,2,1,0.536799737271622,Test
15,136,4,1,0,122,1,0.80981670000005601,0,0,0,Test
15,137,2,2,1,120,1,0.80126833727172198,0,0,0,Test
15,138,1,1,1,122,1,1.0197383372717499,2,1,0.52192363727158397,Test
15,139,5,2,2,120,1,0.78557879999993896,2,1,0.49796693727171298,Test
15,140,1,1,1,122,1,0.79866083727165504,1,1,0.50534509999988597,Test
15,141,5,4,2,109,1,0.76035539999998003,0,0,0,Test
15,142,2,1,0,122,1,0.90081253727180399,1,1,0.51986690000012503,Test
15,143,5,4,2,109,1,0.76230460000010702,2,1,0.52945849999991901,Test
15,144,3,1,0,122,1,0.87644279999995001,0,0,0,Test
15,145,5,3,2,110,1,0.74976650000007805,2,1,0.49456519999967002,Test
15,146,1,2,0,120,1,0.77268293727183901,2,1,0.457472600000074,Test
15,147,5,3,2,110,1,0.75225990000035403,0,0,0,Test
15,148,2,1,0,122,1,0.99391990000003705,2,1,0.41542400000002999,Test
15,149,5,4,2,109,1,0.74406623727145405,1,1,0.55946670000002996,Test
15,150,3,2,0,120,1,0.87608689999979095,0,0,0,Test
15,151,5,4,2,109,1,0.75923143727186504,0,0,0,Test
15,152,3,3,1,110,1,0.66175509999993698,2,1,0.48521204908593102,Test
15,153,2,2,1,120,1,0.87069783727201899,0,0,0,Test
15,154,4,4,1,109,1,0.69965719999982001,2,1,0.53929259999995305,Test
15,155,3,3,1,110,1,0.67546070000025804,0,0,0,Test
15,156,4,4,1,109,1,0.78071169999975598,2,1,0.49439003727138697,Test
15,157,5,1,2,122,1,0.91325293727186396,1,1,0.49413063727161,Test
15,158,1,4,0,109,1,0.77061189999994895,1,1,0.67753780000020902,Test
15,159,5,2,2,120,1,0.772606400000313,0,0,0,Test
15,160,4,3,0,110,1,0.86086809999960701,2,1,0.56637420000015504,Test
15,161,5,1,2,122,1,0.79203890000008004,1,1,0.42968909999990501,Test
15,162,2,2,1,120,1,0.68954829999984202,1,1,0.40705359999992702,Test
15,163,1,3,0,110,1,0.88415969999959998,1,1,0.38600873727136797,Test
15,164,4,4,1,109,1,0.60264920000008704,1,1,0.29570689999991401,Test
15,165,3,2,0,120,1,0.72730523727159402,0,0,0,Test
15,166,5,4,2,109,1,0.91586710000001403,1,1,0.39499563727167702,Test
15,167,4,3,0,110,1,0.64617093727156305,2,1,0.49697153727129301,Test
15,168,2,2,1,120,1,0.88498019999997302,0,0,0,Test
15,169,3,3,1,110,1,0.75168023727155697,1,1,0.43056123727137702,Test
15,170,2,1,0,122,1,1.0788953372716601,1,1,0.47111610000001702,Test
15,171,5,3,2,110,1,0.70023730000002604,2,1,0.46284011181478502,Test
15,172,4,1,0,122,1,0.804008737271943,0,0,0,Test
15,173,2,2,1,120,1,0.69731533727144801,0,0,0,Test
15,174,1,1,1,122,1,0.88990953727170596,2,1,0.52000763727164701,Test
15,175,5,2,2,120,1,0.78730719999975896,2,1,0.473102674543043,Test
15,176,1,1,1,122,1,1.14905383727182,1,1,0.44904383727180203,Test
15,177,5,4,2,109,1,0.70149830000036695,0,0,0,Test
15,178,2,1,0,122,1,0.88566479999963099,1,1,0.46885093727178201,Test
15,179,5,4,2,109,1,0.73654720000013196,2,1,0.46894130000009698,Test
15,180,3,1,0,122,1,0.78254440000000602,0,0,0,Test
15,181,5,3,2,110,1,0.77583573727133603,2,1,0.51567770000019697,Test
15,182,1,2,0,120,1,0.80717083727176897,2,1,0.51399510000010196,Test
15,183,5,3,2,110,1,0.71554263727193801,0,0,0,Test
15,184,2,1,0,122,1,0.85715560000016899,2,1,0.46358443727149301,Test
15,185,5,4,2,109,1,0.77216459999999598,1,1,0.53947549999975297,Test
15,186,3,2,0,120,1,0.85563420000016799,0,0,0,Test
15,187,5,4,2,109,1,0.76786813727176195,0,0,0,Test
15,188,3,3,1,110,1,0.79677710000032698,2,1,0.53176653727177803,Test
15,189,2,2,1,122,0,0.95622793727170596,0,0,0,Test
15,190,4,4,1,109,1,0.80347293727163605,2,1,0.347001549086144,Test
15,191,3,3,1,110,1,0.73071283727176695,0,0,0,Test
15,192,4,4,1,109,1,0.78468999999995503,2,1,0.49550129999988701,Test
15,193,5,1,2,122,1,0.84683323727176696,1,1,0.47602660000029601,Test
15,194,1,4,0,109,1,0.91766413727145901,1,1,0.32524950000015501,Test
15,195,5,2,2,120,1,1.1193401999999,0,0,0,Test
15,196,4,3,0,110,1,0.75987120000036201,2,1,0.46683670000038502,Test
15,197,5,1,2,122,1,0.77938669999957699,1,1,0.37441643727152002,Test
15,198,2,2,1,120,1,0.80454969999982495,1,1,0.31325193727161599,Test
15,199,1,3,0,110,1,0.69822979999980805,1,1,0.44642713727171202,Test
15,200,4,4,1,109,1,0.70930153727158496,1,1,0.491914637271748,Test
15,201,3,2,0,120,1,1.1285186372715501,0,0,0,Test
15,202,5,4,2,109,1,0.843898737271502,1,1,0.40758769999956701,Test
15,203,4,3,0,110,1,0.67634499999985598,2,1,0.39089430000012698,Test
15,204,2,2,1,120,1,1.14841373727177,0,0,0,Test
15,205,3,3,1,110,1,1.01576293727157,1,1,0.56172299999980202,Test
15,206,2,1,0,122,1,0.79022379999969405,1,1,0.52725199999986205,Test
15,207,5,3,2,110,1,0.68940659999998399,2,1,0.51700320000009004,Test
15,208,4,1,0,122,1,0.94750539999995498,0,0,0,Test
15,209,2,2,1,120,1,1.0551364000002701,0,0,0,Test
15,210,1,1,1,122,1,1.1975483000001099,2,1,0.49352580000004298,Test
15,211,5,2,2,120,1,0.85533039999973004,2,1,0.413157737271376,Test
15,212,1,1,1,122,1,0.88355303727166801,1,1,0.246967037271588,Test
15,213,5,4,2,109,1,0.76242520000005198,0,0,0,Test
15,214,2,1,0,0,0,0,1,1,0.54534990000001904,Test
15,215,5,4,2,109,1,0.921835999999985,2,1,0.57676513727165002,Test
15,216,3,1,0,122,1,0.76814873727153099,0,0,0,Test
15,217,5,3,2,110,1,1.42106039999999,2,1,0.43296540000028499,Test
15,218,1,2,0,120,1,0.75471349999998005,2,1,0.55948753727170697,Test
15,219,5,3,2,110,1,0.76003639999998995,0,0,0,Test
15,220,2,1,0,122,1,0.78880290000006403,2,1,0.408832837271348,Test
15,221,5,4,2,109,1,0.94043039999996803,1,1,0.35027330000002599,Test
15,222,3,2,0,120,1,1.0385110000002,0,0,0,Test
15,223,5,4,2,109,1,0.80747879999989902,0,0,0,Test
15,224,3,3,1,110,1,0.768146900000374,2,1,0.47094440000000798,Test
15,225,2,2,1,120,1,1.11576943727141,0,0,0,Test
15,226,4,4,1,109,1,0.85739689999991198,2,1,0.49245253727167398,Test
15,227,3,3,1,110,1,0.68608219999987297,0,0,0,Test
15,228,4,4,1,109,1,0.78732209999998304,2,1,0.481939199999943,Test
15,229,5,1,2,122,1,0.84840910000002601,1,1,0.43313577454318902,Test
15,230,1,4,0,109,1,0.74319620000005704,1,1,0.44031020000011301,Test
15,231,5,2,2,120,1,0.82866029999968305,0,0,0,Test
15,232,4,3,0,110,1,0.75946479999993199,2,1,0.52145860000018696,Test
15,233,5,1,2,122,1,0.95670590000008804,1,1,0.517047037271823,Test
15,234,2,2,1,120,1,0.90063259999988099,1,1,0.35622110000031199,Test
15,235,1,3,0,110,1,0.78400920000012797,1,1,0.44869299999982099,Test
15,236,4,4,1,109,1,0.84064400000033901,1,1,0.330341449086063,Test
15,237,3,2,0,120,1,0.94505010000011702,0,0,0,Test
15,238,5,4,2,109,1,0.78086250000023905,1,1,0.33928439999999699,Test
15,239,4,3,0,110,1,0.69716903727157797,2,1,0.47699233727144003,Test
15,240,2,2,1,120,1,0.90646769999966603,0,0,0,Test
15,241,3,3,1,110,1,0.77905680000003497,1,1,0.46388451181474,Test
15,242,2,1,0,122,1,0.976967337271617,1,1,0.45479660000000899,Test
15,243,5,3,2,110,1,0.79327710000006901,2,1,0.44697709999991297,Test
15,244,4,1,0,122,1,0.81890493727178204,0,0,0,Test
15,245,2,2,1,120,1,0.63223079999988796,0,0,0,Test
15,246,1,1,1,122,1,0.87048419999973703,2,1,0.45926713727158103,Test
15,247,5,2,2,120,1,0.66609283727166302,2,1,0.40052349999996301,Test
15,248,1,1,1,122,1,0.56552340000007495,1,1,0.48962410000012802,Test
15,249,5,4,2,109,1,0.90144860000009397,0,0,0,Test
15,250,2,1,0,122,1,0.94571850000011204,1,1,0.55320953727186895,Test
15,251,5,4,2,109,1,0.88453347454333198,2,1,0.420171774543178,Test
15,252,3,1,0,122,1,0.68698869999980205,0,0,0,Test
15,253,5,3,2,110,1,0.863539937271526,2,1,0.58235563727157602,Test
15,254,1,2,0,120,1,0.70757440000034,2,1,0.32584933727139298,Test
15,255,5,3,2,110,1,0.70145543727176096,0,0,0,Test
15,256,2,1,0,122,1,0.89934253727142299,2,1,0.48132103727129999,Test
15,257,5,4,2,109,1,0.69082410000009997,1,1,0.36214949999975898,Test
15,258,3,2,0,120,1,0.78724289999991004,0,0,0,Test
15,259,5,4,2,109,1,0.74686623727166102,0,0,0,Test
15,260,3,3,1,110,1,0.84295603727150603,2,1,0.53576909999992495,Test
15,261,2,2,1,120,1,0.81339520000028598,0,0,0,Test
15,262,4,4,1,109,1,0.87313849999964099,2,1,0.44896349999999102,Test
15,263,3,3,1,110,1,0.83644703727168201,0,0,0,Test
15,264,4,4,1,109,1,0.63561449999997399,2,1,0.562594099999842,Test
15,265,5,1,2,122,1,0.88725740000018105,1,1,0.50700711181480096,Test
15,266,1,4,0,109,1,0.68175389999987601,1,1,0.46837580000010398,Test
15,267,5,2,2,120,1,0.85911763727199297,0,0,0,Test
15,268,4,3,0,110,1,0.74866769999971405,2,1,0.48403869999992799,Test
15,269,5,1,2,122,1,0.81624633727187801,1,1,0.43049139999993702,Test
15,270,2,2,1,120,1,0.73135499999989395,1,1,0.53433243727158697,Test
15,271,1,3,0,110,1,0.94324653727153396,1,1,0.34647219999987999,Test
15,272,4,4,1,109,1,0.76064009999981896,1,1,0.44861903727132801,Test
15,273,3,2,0,120,1,0.75672323727167201,0,0,0,Test
15,274,5,4,2,109,1,0.87734470000032205,1,1,0.39806989999988202,Test
15,275,4,3,0,110,1,0.98109670000030802,2,1,0.45009234908593498,Test
15,276,2,2,1,120,1,1.18924173727191,0,0,0,Test
15,277,3,3,1,0,0,0,1,1,0.50304069999992895,Test
15,278,2,1,0,122,1,0.79825660000005905,1,1,0.56820670000024598,Test
15,279,5,3,2,110,1,0.66475973727165205,2,1,0.49211643727176102,Test
15,280,4,1,0,122,1,0.78954199999998298,0,0,0,Test
15,281,2,2,1,120,1,0.82507789999999703,0,0,0,Test
15,282,1,1,1,122,1,0.75441380000029301,2,1,0.52996440000015399,Test
15,283,5,2,2,120,1,0.73464813727150602,2,1,0.42536133727162501,Test
15,284,1,1,1,122,1,0.73474080000005404,1,1,0.55868097454322196,Test
15,285,5,4,2,109,1,0.74524879999989901,0,0,0,Test
15,286,2,1,0,122,1,0.80368193727144899,1,1,0.54701799999975298,Test
15,287,5,4,2,109,1,0.75789209999993601,2,1,0.31739183727131598,Test
15,288,3,1,0,122,1,0.82155950000014899,0,0,0,Test
15,289,5,3,2,110,1,0.82543359999999699,2,1,0.41835709999986698,Test
15,290,1,2,0,120,1,0.85483119999980794,2,1,0.55768949999992401,Test
15,291,5,3,2,110,1,0.81078519999982801,0,0,0,Test
15,292,2,1,0,122,1,0.86198710000007905,2,1,0.418055699999968,Test
15,293,5,4,2,109,1,0.82727529999965599,1,1,0.59746470000027296,Test
15,294,3,2,0,120,1,0.824562100000094,0,0,0,Test
15,295,5,4,2,109,1,0.71494230000007497,0,0,0,Test
15,296,3,3,1,110,1,0.78900470000007805,2,1,0.66463233727154203,Test
15,297,2,2,1,120,1,0.73140463727168004,0,0,0,Test
15,298,4,4,1,109,1,0.66027480000002503,2,1,0.447792037271938,Test
15,299,3,3,1,110,1,0.72720243727144396,0,0,0,Test
15,300,4,4,1,109,1,0.71677189999991198,2,1,0.448882900000172,Test
15,301,5,1,2,120,0,0.76389949999975204,1,1,0.509535500000311,Test
15,302,1,4,0,109,1,0.85282159999996998,1,1,0.44520423727181002,Test
15,303,5,2,2,120,1,0.87416040000016404,0,0,0,Test
15,304,4,3,0,110,1,0.93082929999991404,2,1,0.50027703727164397,Test
15,305,5,1,2,122,1,0.88641819999975302,1,1,0.62666943727163005,Test
15,306,2,2,1,120,1,0.70140283727187103,1,1,0.31265267454318701,Test
15,307,1,3,0,109,0,0.78021059999991904,1,1,0.49592133727173898,Test
15,308,4,4,1,109,1,0.76705100000026505,1,1,0.39240500000005302,Test
15,309,3,2,0,120,1,0.77551723727174304,0,0,0,Test
15,310,5,4,2,109,1,0.79115499999989003,1,1,0.40775057454311497,Test
15,311,4,3,0,110,1,0.73115203727184097,2,1,0.49074759999985001,Test
15,312,2,2,1,120,1,1.08630499999981,0,0,0,Test
15,313,3,3,1,110,1,0.76350950000005502,1,1,0.55874553727153398,Test
15,314,2,1,0,122,1,0.88102750000007302,1,1,0.43248593727184897,Test
15,315,5,3,2,110,1,0.87765450000006195,2,1,0.46906989999979498,Test
15,316,4,1,0,122,1,0.87007440000024905,0,0,0,Test
15,317,2,2,1,120,1,0.79320343727158604,0,0,0,Test
15,318,1,1,1,122,1,0.773930600000313,2,1,0.49280161181468402,Test
15,319,5,2,2,120,1,0.74129050000010499,2,1,0.40106653727161801,Test
15,320,1,1,1,122,1,0.65057747454329695,1,1,0.337716700000328,Test
15,321,5,4,2,109,1,0.76085869999997202,0,0,0,Test
15,322,2,1,0,122,1,0.93762409999999397,1,1,0.56913113727159703,Test
15,323,5,4,2,109,1,0.72071069999992698,2,1,0.49588183727155399,Test
15,324,3,1,0,122,1,0.84155319999990796,0,0,0,Test
15,325,5,3,2,109,0,0.69720580000012,2,1,0.43616590000010502,Test
15,326,1,2,0,120,1,0.81791089999978805,2,1,0.43715071181486598,Test
15,327,5,3,2,110,1,0.75238959999978805,0,0,0,Test
15,328,2,1,0,122,1,0.79348250000020903,2,1,0.49747059999981502,Test
15,329,5,4,2,109,1,0.71438420000003999,1,1,0.48928549999982401,Test
15,330,3,2,0,120,1,0.996133537271362,0,0,0,Test
15,331,5,4,2,109,1,0.81796350000013296,0,0,0,Test
15,332,3,3,1,110,1,0.79938600000014104,2,1,0.55648840000003497,Test
15,333,2,2,1,120,1,1.0227209999998199,0,0,0,Test
15,334,4,4,1,109,1,0.76268570000002001,2,1,0.45509410000022399,Test
15,335,3,3,1,110,1,0.72875169999997502,0,0,0,Test
15,336,4,4,1,109,1,0.70411650000005499,2,1,0.47833690000015899,Test
15,337,5,1,2,122,1,0.85948789999974895,1,1,0.52524670000002505,Test
15,338,1,4,0,120,0,0.577208100000007,1,1,0.41087059999972603,Test
15,339,5,2,2,120,1,0.79940329999999504,0,0,0,Test
15,340,4,3,0,110,1,0.72927609999987897,2,1,0.36733550000008097,Test
15,341,5,1,2,122,1,0.77500653727156499,1,1,0.26206163727147203,Test
15,342,2,2,1,120,1,0.65185289999999396,1,1,0.32561673727150298,Test
15,343,1,3,0,110,1,0.64535999999998195,1,1,0.34207000000014898,Test
15,344,4,4,1,109,1,0.72000979999984305,1,1,0.25739091181503698,Test
15,345,3,2,0,120,1,0.85824013727187798,0,0,0,Test
15,346,5,4,2,109,1,0.848269999999957,1,1,0.51775809999981004,Test
15,347,4,3,0,110,1,0.62207990000024405,2,1,0.38708457454322298,Test
15,348,2,2,1,120,1,0.71233310000025096,0,0,0,Test
15,349,3,3,1,110,1,0.69306603727181904,1,1,0.43517559999963901,Test
15,350,2,1,0,122,1,0.62750693727184603,1,1,0.32492850000016898,Test
15,351,5,3,2,110,1,0.85878000000002397,2,1,0.60409750000008,Test
15,352,4,1,0,122,1,0.81036369999992497,0,0,0,Test
15,353,2,2,1,120,1,0.78618219999998495,0,0,0,Test
15,354,1,1,1,122,1,0.78525689999969495,2,1,0.48659649999990501,Test
15,355,5,2,2,120,1,0.593576837271939,2,1,0.35008849999985597,Test
15,356,1,1,1,122,1,0.64701384908585202,1,1,0.26360870000007702,Test
15,357,5,4,2,109,1,0.70019590000038101,0,0,0,Test
15,358,2,1,0,120,0,0.739571437271479,1,1,0.35078703727185701,Test
15,359,5,4,2,109,1,0.67155933727144701,2,1,0.28593053727126999,Test
15,360,3,1,0,122,1,0.57478740000033202,0,0,0,Test
16,1,3,3,1,110,1,0.79692030000001102,1,1,0.66680039999982899,Test
16,2,1,4,0,109,1,0.80671310000002505,2,1,0.49890083491936799,Test
16,3,2,2,1,120,1,0.84370703491936205,1,1,0.68558780000012098,Test
16,4,4,4,1,109,1,0.78119693491953501,2,1,0.37935390000006902,Test
16,5,5,3,2,110,1,0.65310473491945198,2,1,0.46783793491931602,Test
16,6,1,1,1,122,1,0.59121709999999394,2,1,0.41378499999996199,Test
16,7,5,2,2,120,1,0.56793663491953295,0,0,0,Test
16,8,3,3,1,110,1,0.69122800000013696,1,1,0.54602183491942902,Test
16,9,4,4,1,109,1,0.54344309999987706,0,0,0,Test
16,10,3,2,0,120,1,0.81754983491941902,1,1,0.59899214919369104,Test
16,11,1,1,1,122,1,0.616652869838617,2,1,0.51437993491936096,Test
16,12,4,4,1,109,1,0.63084119999985,0,0,0,Test
16,13,3,1,0,122,1,0.70246553491938402,0,0,0,Test
16,14,5,4,2,109,1,0.668039200000067,2,1,0.63698903491945202,Test
16,15,4,1,0,122,1,0.65613519999988101,1,1,0.50515840000002799,Test
16,16,3,3,1,110,1,0.70772979999992502,2,1,0.51760843491933906,Test
16,17,2,4,0,109,1,0.65711173491945396,1,1,0.50668553491936996,Test
16,18,3,3,1,110,1,0.61010220000002902,0,0,0,Test
16,19,5,4,2,109,1,0.52066020000006596,1,1,0.52144090000001597,Test
16,20,4,1,0,122,1,0.78667220000011195,2,1,0.48295703491953601,Test
16,21,5,2,2,120,1,0.78433380000001296,1,1,0.55733143491943304,Test
16,22,4,3,0,110,1,0.73463179999998796,0,0,0,Test
16,23,1,2,0,122,0,0.79375509999999905,0,0,0,Test
16,24,5,3,2,110,1,0.73478413491943695,0,0,0,Test
16,25,5,2,2,120,1,0.73055763491947801,1,1,0.49153721903235198,Test
16,26,1,3,0,110,1,0.66975840000009201,2,1,0.49106219999998801,Test
16,27,5,4,2,109,1,0.65148179999982903,0,0,0,Test
16,28,4,2,0,120,1,0.71380643491943396,1,1,0.59377640000002396,Test
16,29,5,1,2,122,1,0.78464030000009199,2,1,0.51098263491940099,Test
16,30,2,4,0,109,1,0.819615534919649,0,0,0,Test
16,31,5,3,2,110,1,0.70815730000003896,1,1,0.47866859999999201,Test
16,32,4,1,0,122,1,0.97017763491953701,2,1,0.54751230000010798,Test
16,33,2,2,1,120,1,0.703004934919363,1,1,0.41539003491948301,Test
16,34,5,1,2,122,1,0.80160063491939604,0,0,0,Test
16,35,2,2,1,120,1,0.66801179999993099,0,0,0,Test
16,36,5,1,2,122,1,0.92578320000006897,2,1,0.47623580000004001,Test
16,37,3,3,1,110,1,0.79286873491923904,1,1,0.50970413491950195,Test
16,38,1,4,0,109,1,0.57100220000006596,2,1,0.59723035395177304,Test
16,39,2,2,1,120,1,0.829542634919335,1,1,0.45345570475797098,Test
16,40,4,4,1,109,1,0.865570100000014,2,1,0.46016439999994002,Test
16,41,5,3,2,110,1,0.92052200000011897,2,1,0.418781300000092,Test
16,42,1,1,1,122,1,0.87533150000012905,2,1,0.53691120000007697,Test
16,43,5,2,2,120,1,0.74446763491960199,0,0,0,Test
16,44,3,3,1,110,1,0.72084459999996398,1,1,0.54244850000009104,Test
16,45,4,4,1,109,1,0.85242870000001902,0,0,0,Test
16,46,3,2,0,120,1,0.93655050000006701,1,1,0.66248190000010299,Test
16,47,1,1,1,122,1,0.98916699999995195,2,1,0.62565344919380605,Test
