N,Word,Color,Congruency,Response,Accuracy,RT,Orientation,Accuracy2,RT2,P,Congruence,Type,Excluded
50,5,4,2,109,1,0.67741483626014087,2,1,0.47130980000292788,24,Neutral,GO,0
51,4,1,0,122,1,0.74265679999734902,2,1,0.29973153625906002,24,Incongruent,GO,0
52,3,3,1,110,1,0.55158930000106887,2,1,0.461934272512735,24,Congruent,GO,0
53,2,4,0,109,1,0.55730303625750788,2,1,1.06852696257556,24,Incongruent,GO,0
54,3,3,1,110,1,0.64103939999768,2,1,0.60175149999849986,24,Congruent,GO,0
55,5,4,2,109,1,0.52969289999964486,1,1,0,24,Neutral,NO-GO,0
56,4,1,0,122,1,0.50995450000118603,2,1,0.47451260000161688,24,Incongruent,GO,0
57,5,2,2,120,1,0.79335020000144085,2,1,0.33445054502954003,24,Neutral,GO,0
58,4,3,0,110,1,0.72896023625799,1,1,0,24,Incongruent,NO-GO,0
59,1,2,0,120,1,0.64046199999938802,1,1,0,24,Incongruent,NO-GO,0
60,5,3,2,110,1,0.33546679999926687,1,1,0,24,Neutral,NO-GO,0
61,5,2,2,120,1,0.568735600001673,1,1,0,24,Neutral,NO-GO,0
62,1,3,0,110,1,0.84957199999917088,2,1,0.55605227251362488,24,Incongruent,GO,0
63,5,4,2,109,1,0.37624900000082601,1,1,0,24,Neutral,NO-GO,0
64,4,2,0,120,1,0.476128400001471,2,1,0.51962139999886903,24,Incongruent,GO,0
65,5,1,2,122,1,0.33996750000005688,1,1,0,24,Neutral,NO-GO,0
66,2,4,0,109,1,0.53506999999808602,2,1,0.52884889999768403,24,Incongruent,GO,0
67,5,3,2,110,1,0.33305820000168801,1,1,0,24,Neutral,NO-GO,0
68,4,1,0,122,1,0.49483759999929988,1,1,0,24,Incongruent,NO-GO,0
69,2,2,1,120,1,0.30300290000013802,2,1,0.50368490000255395,24,Congruent,GO,0
70,5,1,2,122,1,0.54082439999911003,2,1,0.30305103625869401,24,Neutral,GO,0
71,2,2,1,120,1,0.57910959999935585,2,1,0.364926900001592,24,Congruent,GO,0
72,5,1,2,122,1,0.45266570000239892,1,1,0,24,Neutral,NO-GO,0
73,3,3,1,110,1,0.53916960000060488,1,1,0,24,Congruent,NO-GO,1
74,1,4,0,109,1,0.70523630000025195,1,1,0,24,Incongruent,NO-GO,0
75,2,2,1,120,1,0.65056753625685804,2,1,0.54891500000303495,24,Congruent,GO,0
76,4,4,1,109,1,0.76309563625545695,1,1,0,24,Congruent,NO-GO,0
77,5,3,2,110,1,0.793844836258359,1,1,0,24,Neutral,NO-GO,0
78,1,1,1,122,1,0.52959030000056395,1,1,0,24,Congruent,NO-GO,0
79,5,2,2,120,1,0.627161899999919,2,1,0.47778024503349992,24,Neutral,GO,0
80,3,3,1,110,1,0.72352409999803102,2,1,0.400045299997146,24,Congruent,GO,0
81,4,4,1,109,1,0.58906270000079486,1,1,0,24,Congruent,NO-GO,0
82,3,2,0,120,1,0.53617203625981402,2,1,0.34972730000299601,24,Incongruent,GO,0
83,1,1,1,122,1,0.76832823625591085,2,1,0.294390899998689,24,Congruent,GO,0
84,4,4,1,109,1,0.457726799999364,2,1,0.33491570000114701,24,Congruent,GO,0
85,3,1,0,122,1,0.98592023625678904,2,1,0.37815933625824988,24,Incongruent,GO,0
86,5,4,2,109,1,0.57235083625710104,2,1,0.322116299998015,24,Neutral,GO,0
87,4,1,0,122,1,0.53697150000152805,2,1,0.37078480000127501,24,Incongruent,GO,0
88,3,3,1,110,1,0.67469969999729085,2,1,0.386957599999732,24,Congruent,GO,0
89,2,4,0,109,1,0.46611459999985488,2,1,0.39470770000116301,24,Incongruent,GO,0
90,3,3,1,110,1,0.63012380000145585,2,1,0.40591403625876388,24,Congruent,GO,0
91,5,4,2,109,1,0.33022120000168792,1,1,0,24,Neutral,NO-GO,0
92,4,1,0,122,1,0.58416630000283487,2,1,0.33700306257378487,24,Incongruent,GO,0
93,5,2,2,120,1,0.47897390000071,2,1,0.36674843625951292,24,Neutral,GO,0
94,4,3,0,109,0,0.57250899999780802,1,1,0,24,Incongruent,NO-GO,0
95,1,2,0,120,1,0.66865690000122402,1,1,0,24,Incongruent,NO-GO,0
96,5,3,2,110,1,0.44161153625827892,1,1,0,24,Neutral,NO-GO,0
97,5,2,2,120,1,0.48501570000007588,1,1,0,24,Neutral,NO-GO,0
98,1,3,0,110,1,0.34517973625770493,2,1,0.52404063625726904,24,Incongruent,GO,0
99,5,4,2,109,1,0.46213333625564701,1,0,0.310988899997028,24,Neutral,False Alarm,0
100,4,2,0,120,1,0.69202003625832686,2,1,0.45104730000093701,24,Incongruent,GO,0
101,5,1,2,122,1,0.60440039999957695,1,1,0,24,Neutral,NO-GO,0
102,2,4,0,109,1,0.456745000003139,2,1,0.441485536259279,24,Incongruent,GO,0
103,5,3,2,110,1,0.68723693625725002,1,1,0,24,Neutral,NO-GO,0
104,4,1,0,122,1,0.86701570000150185,1,1,0,24,Incongruent,NO-GO,0
105,2,2,1,120,1,0.539099236255424,2,1,0.479573100001289,24,Congruent,GO,0
106,5,1,2,122,1,0.53604479999921795,2,1,0.42289009999876692,24,Neutral,GO,0
107,2,2,1,120,1,0.67430649999732895,2,1,0.419151636258903,24,Congruent,GO,0
108,5,1,2,122,1,0.50607730000047002,1,1,0,24,Neutral,NO-GO,0
109,3,3,1,110,1,0.41596329999811088,1,1,0,24,Congruent,NO-GO,1
110,1,4,0,109,1,0.61986363625692287,1,1,0,24,Incongruent,NO-GO,0
111,2,2,1,120,1,0.77787520000128985,2,1,0.45834619999732201,24,Congruent,GO,0
112,4,4,1,109,1,0.65800590000071701,1,1,0,24,Congruent,NO-GO,0
113,5,3,2,110,1,0.74233893625933001,1,1,0,24,Neutral,NO-GO,0
114,1,1,1,122,1,0.64089249999960884,1,1,0,24,Congruent,NO-GO,0
115,5,2,2,120,1,0.59836439999708102,2,1,0.54719453625512005,24,Neutral,GO,0
116,3,3,1,110,1,0.62181703625537887,2,1,0.35828770000080101,24,Congruent,GO,0
117,4,4,1,109,1,0.64675020000140704,1,1,0,24,Congruent,NO-GO,0
118,3,2,0,120,1,0.58690609999757704,2,1,0.36252750000130601,24,Incongruent,GO,0
119,1,1,1,122,1,0.51299210000070194,2,1,0.35392290000163501,24,Congruent,GO,0
120,4,4,1,109,1,0.57088410000142187,2,1,0.32820809999975592,24,Congruent,GO,0
121,3,1,0,122,1,0.79963073625913195,2,1,0.31667883625777887,24,Incongruent,GO,0
122,5,4,2,109,1,0.57070100000055402,2,1,0.40683200000057701,24,Neutral,GO,0
123,4,1,0,122,1,0.57743619999746387,2,1,0.34331460000248593,24,Incongruent,GO,0
124,3,3,1,110,1,0.555817799999204,2,1,0.32538349999958888,24,Congruent,GO,0
125,2,4,0,109,1,0.36286679999830102,2,1,0.49887303626019303,24,Incongruent,GO,0
126,3,3,1,110,1,0.62231080000128702,2,1,0.29840020000119688,24,Congruent,GO,0
127,5,4,2,109,1,0.646372100000008,1,1,0,24,Neutral,NO-GO,0
128,4,1,0,122,1,0.39645789999849501,2,1,0.53140643625738504,24,Incongruent,GO,0
129,5,2,2,120,1,0.68491903625545103,2,1,0.88369600877194887,24,Neutral,GO,0
130,4,3,0,110,1,0.56311009999990402,1,1,0,24,Incongruent,NO-GO,0
131,1,2,0,120,1,0.47986383625902801,1,1,0,24,Incongruent,NO-GO,0
132,5,3,2,110,1,0.55276669999875605,1,1,0,24,Neutral,NO-GO,0
133,5,2,2,120,1,0.57793710000260001,1,1,0,24,Neutral,NO-GO,0
134,1,3,0,110,1,0.62910123625624703,2,1,0.50498629999856404,24,Incongruent,GO,0
135,5,4,2,109,1,0.48638610000125487,1,1,0,24,Neutral,NO-GO,0
136,4,2,0,120,1,0.63774689999991085,2,1,0.39517359999808788,24,Incongruent,GO,0
137,5,1,2,122,1,0.61359360000278695,1,1,0,24,Neutral,NO-GO,0
138,2,4,0,109,1,0.45602529999814601,2,1,0.37733389999993988,24,Incongruent,GO,0
139,5,3,2,110,1,0.53954529999828105,1,1,0,24,Neutral,NO-GO,0
140,4,1,0,122,1,0.60688840000148103,1,1,0,24,Incongruent,NO-GO,0
141,2,2,1,120,1,0.36585299999933302,2,1,0.33019159999821601,24,Congruent,GO,0
142,5,1,2,122,1,0.41033049999896293,2,1,0.33428370000183388,24,Neutral,GO,0
143,2,2,1,120,1,0.76608633625801303,2,1,0.580836100001761,24,Congruent,GO,0
144,5,1,2,122,1,0.57831213625831901,1,1,0,24,Neutral,NO-GO,0
145,3,3,1,110,1,0.69512853625565185,1,1,0,24,Congruent,NO-GO,1
146,1,4,0,109,1,0.63826630000039586,1,0,0.370784536255087,24,Incongruent,False Alarm,0
147,2,2,1,120,1,0.76991690000068103,2,1,0.42456533625590992,24,Congruent,GO,0
148,4,4,1,109,1,0.54003829999783204,1,1,0,24,Congruent,NO-GO,0
149,5,3,2,110,1,0.63707230000000004,1,1,0,24,Neutral,NO-GO,0
150,1,1,1,122,1,0.53472069999770588,1,1,0,24,Congruent,NO-GO,0
151,5,2,2,120,1,0.59080033625650685,2,1,0.56168740000066486,24,Neutral,GO,0
152,3,3,1,110,1,0.890898936257145,2,1,0.50336859999879402,24,Congruent,GO,0
153,4,4,1,109,1,0.65004409999892188,1,1,0,24,Congruent,NO-GO,0
154,3,2,0,120,1,0.69166153625701587,2,1,0.380254545030766,24,Incongruent,GO,0
155,1,1,1,122,1,0.59485459999996204,2,1,0.42646760000207001,24,Congruent,GO,0
156,4,4,1,109,1,0.59264600000096801,2,1,0.40486853625770902,24,Congruent,GO,0
157,3,1,0,122,1,0.63642989999789301,2,1,0.35884420000002087,24,Incongruent,GO,0
158,5,4,2,109,1,0.51424210000186588,2,1,0.28582604503026188,24,Neutral,GO,0
159,4,1,0,122,1,0.74702303625599586,2,1,0.41154313625884192,24,Incongruent,GO,0
160,3,3,1,110,1,0.73589113625712288,2,1,0.34516529999746087,24,Congruent,GO,0
161,2,4,0,109,1,0.38266643625684088,2,1,0.34254979999968788,24,Incongruent,GO,0
162,3,3,1,110,1,0.63942510000197195,2,1,0.45666519006044792,24,Congruent,GO,0
163,5,4,2,109,1,0.51310079999893787,1,1,0,24,Neutral,NO-GO,0
164,4,1,0,122,1,0.44322053625728602,2,1,0.40965199999845903,24,Incongruent,GO,0
165,5,2,2,120,1,0.47304350000195,2,1,0.31008763625868602,24,Neutral,GO,0
166,4,3,0,110,1,0.70509823625616286,1,1,0,24,Incongruent,NO-GO,0
167,1,2,0,120,1,0.470816100001684,1,1,0,24,Incongruent,NO-GO,0
168,5,3,2,110,1,0.40186969999922401,1,1,0,24,Neutral,NO-GO,0
169,5,2,2,120,1,0.44990233625503601,1,1,0,24,Neutral,NO-GO,0
170,1,3,0,110,1,0.58675130000119702,2,1,0.46539023625882692,24,Incongruent,GO,0
171,5,4,2,109,1,0.57985179999741387,1,1,0,24,Neutral,NO-GO,0
172,4,2,0,120,1,0.84632013625741787,2,1,0.40587559999767092,24,Incongruent,GO,0
173,5,1,2,122,1,0.56764500000281304,1,1,0,24,Neutral,NO-GO,0
174,2,4,0,109,1,0.668757699997514,2,1,0.48295964502904087,24,Incongruent,GO,0
175,5,3,2,110,1,0.62044349999996495,1,1,0,24,Neutral,NO-GO,0
176,4,1,0,122,1,0.73139273625565704,1,1,0,24,Incongruent,NO-GO,0
177,2,2,1,120,1,0.61400570000114385,2,1,0.61001033625871104,24,Congruent,GO,0
178,5,1,2,122,1,0.385844936256035,2,1,0.43173190000015887,24,Neutral,GO,0
179,2,2,1,120,1,0.49194510000233987,2,1,0.39344333625922401,24,Congruent,GO,0
180,5,1,2,122,1,0.53905363625744895,1,1,0,24,Neutral,NO-GO,0
181,3,3,1,110,1,0.53632223625754705,1,1,0,24,Congruent,NO-GO,1
182,1,4,0,109,1,0.32481389999884402,1,1,0,24,Incongruent,NO-GO,0
183,2,2,1,120,1,0.33605610000086,2,1,0.36950050000086793,24,Congruent,GO,0
184,4,4,1,109,1,0.476871436254442,1,1,0,24,Congruent,NO-GO,0
185,5,3,2,110,1,0.67257913625871901,1,1,0,24,Neutral,NO-GO,0
186,1,1,1,122,1,0.41646843625858287,1,1,0,24,Congruent,NO-GO,0
187,5,2,2,120,1,0.52525700000114695,2,1,0.58407713625638302,24,Neutral,GO,0
188,3,3,1,110,1,0.52051399999982095,2,1,0.31644063625572,24,Congruent,GO,0
189,4,4,1,109,1,0.53275530000246385,1,1,0,24,Congruent,NO-GO,0
190,3,2,0,120,1,0.40203729999848292,2,1,0.31563879999885103,24,Incongruent,GO,0
191,1,1,1,122,1,0.54981739999857404,2,1,0.34237059999941288,24,Congruent,GO,0
192,4,4,1,109,1,0.614289536257274,2,1,0.31168780000007201,24,Congruent,GO,0
193,3,1,0,122,1,0.52252980000048388,2,1,0.38749173625547001,24,Incongruent,GO,0
194,5,4,2,109,1,0.556296800001292,2,1,0.32321144503293903,24,Neutral,GO,0
195,4,1,0,122,1,0.59049999999842795,2,1,0.36409453625674387,24,Incongruent,GO,0
196,3,3,1,110,1,0.52195299999948486,2,1,0.38878233626019187,24,Congruent,GO,0
197,2,4,0,109,1,0.821508400000312,2,1,0.507518300000811,24,Incongruent,GO,0
198,3,3,1,110,1,0.59975510000003895,2,1,0.38433979999899792,24,Congruent,GO,0
199,5,4,2,109,1,0.60557100000005504,1,1,0,24,Neutral,NO-GO,0
200,4,1,0,122,1,0.45213440000225102,2,1,0.34323747251255587,24,Incongruent,GO,0
201,5,2,2,120,1,0.58098993625753803,2,1,0.37520170000061592,24,Neutral,GO,0
202,4,3,0,110,1,0.66058589999738604,1,1,0,24,Incongruent,NO-GO,0
203,1,2,0,120,1,0.90169009999954075,1,1,0,24,Incongruent,NO-GO,0
204,5,3,2,110,1,0.665900299998611,1,1,0,24,Neutral,NO-GO,0
205,5,2,2,120,1,0.60472310000113805,1,1,0,24,Neutral,NO-GO,0
206,1,3,0,110,1,0.63907059999837701,2,1,0.47467150000011288,24,Incongruent,GO,0
207,5,4,2,109,1,0.58198123625697895,1,1,0,24,Neutral,NO-GO,0
208,4,2,0,120,1,0.499820599998202,2,1,0.56287789999987603,24,Incongruent,GO,0
209,5,1,2,122,1,0.57274060000054305,1,1,0,24,Neutral,NO-GO,0
210,2,4,0,109,1,0.64565260000017588,2,1,0.52934993509188588,24,Incongruent,GO,0
211,5,3,2,110,1,0.56554393625628985,1,1,0,24,Neutral,NO-GO,0
212,4,1,0,122,1,0.94498070000190604,1,1,0,24,Incongruent,NO-GO,0
213,2,2,1,120,1,0.42451220000293688,2,1,0.40357029999722688,24,Congruent,GO,0
214,5,1,2,122,1,0.58328720000281487,2,1,0.31849220000003692,24,Neutral,GO,0
215,2,2,1,120,1,0.41639639999993988,2,1,0.36125750000064688,24,Congruent,GO,0
216,5,1,2,122,1,0.47487980000005292,1,1,0,24,Neutral,NO-GO,0
217,3,3,1,110,1,0.83206490000156885,1,1,0,24,Congruent,NO-GO,1
218,1,4,0,109,1,0.63390810000055386,1,1,0,24,Incongruent,NO-GO,0
219,2,2,1,120,1,0.71113709999917785,2,1,0.54647240000122088,24,Congruent,GO,0
220,4,4,1,109,1,0.60051310000198987,1,1,0,24,Congruent,NO-GO,0
221,5,3,2,110,1,0.61112243625757401,1,1,0,24,Neutral,NO-GO,0
222,1,1,1,122,1,0.61224000000220302,1,1,0,24,Congruent,NO-GO,0
223,5,2,2,120,1,0.740476000002673,2,1,0.40303390000190092,24,Neutral,GO,0
224,3,3,1,110,1,0.57826959999874805,2,1,0.44205460000011992,24,Congruent,GO,0
225,4,4,1,109,1,0.49585863625907201,1,1,0,24,Congruent,NO-GO,0
226,3,2,0,120,1,0.94598703625524705,2,1,0.39071004503057288,24,Incongruent,GO,0
227,1,1,1,122,1,0.41658119999920001,2,1,0.31476509999993102,24,Congruent,GO,0
228,4,4,1,109,1,0.78988463625501004,2,1,0.47980863625707593,24,Congruent,GO,0
229,3,1,0,122,1,0.79630043625729685,2,1,0.41618649999872992,24,Incongruent,GO,0
230,5,4,2,109,1,0.627846900002623,2,1,0.33253613625856793,24,Neutral,GO,0
231,4,1,0,122,1,0.58711279999988586,2,1,0.35579669999788188,24,Incongruent,GO,0
232,3,3,1,110,1,0.68134173625730887,2,1,0.33100080000076593,24,Congruent,GO,0
233,2,4,0,109,1,0.66710869999951705,2,1,0.58198230000198203,24,Incongruent,GO,0
234,3,3,1,110,1,0.51345139999830303,2,1,0.32069864503137102,24,Congruent,GO,0
235,5,4,2,109,1,0.55909743625670705,1,1,0,24,Neutral,NO-GO,0
236,4,1,0,122,1,0.38510390000010403,2,1,0.47128129999691692,24,Incongruent,GO,0
237,5,2,2,120,1,0.60574750000159805,2,1,0.352704236258433,24,Neutral,GO,0
238,4,3,0,110,1,1.2161957999997,1,1,0,24,Incongruent,NO-GO,0
239,1,2,0,120,1,0.86275030000251685,1,1,0,24,Incongruent,NO-GO,0
240,5,3,2,109,0,0.53040653625430401,1,1,0,24,Neutral,NO-GO,0
241,5,2,2,120,1,0.77929840000069805,1,1,0,24,Neutral,NO-GO,0
242,1,3,0,110,1,0.62429920000067785,2,1,0.50768690000040795,24,Incongruent,GO,0
243,5,4,2,110,0,0.51558873625981505,1,1,0,24,Neutral,NO-GO,0
244,4,2,0,120,1,0.66697819999899388,2,1,0.38151064502744703,24,Incongruent,GO,0
245,5,1,2,122,1,0.57637199999953703,1,1,0,24,Neutral,NO-GO,0
246,2,4,0,109,1,0.51269193625557785,2,1,0.505630436258798,24,Incongruent,GO,0
247,5,3,2,110,1,0.55890309999813303,1,1,0,24,Neutral,NO-GO,0
248,4,1,0,122,1,0.69076879999920504,1,1,0,24,Incongruent,NO-GO,0
249,2,2,1,120,1,0.49406789999920903,2,1,0.49865373626016701,24,Congruent,GO,0
250,5,1,2,122,1,0.58667499999865003,2,1,0.44211799999902701,24,Neutral,GO,0
251,2,2,1,120,1,0.65376520000063487,2,1,0.41610299999956601,24,Congruent,GO,0
252,5,1,2,122,1,0.567225200000394,1,1,0,24,Neutral,NO-GO,0
253,3,3,1,110,1,0.45813183625432402,1,1,0,24,Congruent,NO-GO,1
254,1,4,0,109,1,0.64023823625757403,1,1,0,24,Incongruent,NO-GO,0
255,2,2,1,120,1,0.495901899997989,2,1,0.548562936259259,24,Congruent,GO,0
256,4,4,1,109,1,0.44131323626061192,1,1,0,24,Congruent,NO-GO,0
257,5,3,2,110,1,0.59104879999722504,1,1,0,24,Neutral,NO-GO,0
258,1,1,1,122,1,0.69071580000308985,1,1,0,24,Congruent,NO-GO,0
259,5,2,2,120,1,0.47101320000001601,2,1,0.44302369999786601,24,Neutral,GO,0
260,3,3,1,110,1,0.61537930000122287,2,1,0.33755130877034401,24,Congruent,GO,0
261,4,4,1,109,1,0.55999490000249386,1,1,0,24,Congruent,NO-GO,0
262,3,2,0,120,1,0.49115673625783501,2,1,0.44136309999885293,24,Incongruent,GO,0
263,1,1,1,122,1,0.51641309999831686,2,1,0.33157773625498488,24,Congruent,GO,0
264,4,4,1,109,1,0.458892899998318,2,1,0.394141300002957,24,Congruent,GO,0
265,3,1,0,122,1,0.72272313625580886,2,1,0.34094043625737003,24,Incongruent,GO,0
266,5,4,2,109,1,0.50133099999948205,2,1,0.354122699998698,24,Neutral,GO,0
267,4,1,0,122,1,0.57319080000161204,2,1,0.45845610000105802,24,Incongruent,GO,0
268,3,3,1,110,1,0.62370250000094485,2,1,0.44015983626013588,24,Congruent,GO,0
269,2,4,0,109,1,0.42582789999869403,2,1,0.33490159999928393,24,Incongruent,GO,0
270,3,3,1,110,1,0.56933843625665803,2,1,0.47904570000173402,24,Congruent,GO,0
271,5,4,2,109,1,0.52616200000193203,1,1,0,24,Neutral,NO-GO,0
272,4,1,0,122,1,0.45230333625659103,2,1,0.497302200001286,24,Incongruent,GO,0
273,5,2,2,120,1,0.321603536256589,2,1,0.38330199999836601,24,Neutral,GO,0
274,4,3,0,110,1,0.77703300000211994,1,1,0,24,Incongruent,NO-GO,0
275,1,2,0,120,1,0.51797689999875685,1,1,0,24,Incongruent,NO-GO,0
276,5,3,2,110,1,0.61786263625981486,1,1,0,24,Neutral,NO-GO,0
277,5,2,2,120,1,0.88811480000003895,1,1,0,24,Neutral,NO-GO,0
278,1,3,0,110,1,0.69859613625885686,2,1,0.423499499996979,24,Incongruent,GO,0
279,5,4,2,109,1,0.46194850000028992,1,1,0,24,Neutral,NO-GO,0
280,4,2,0,120,1,0.60435890000007886,2,1,0.45968173625806202,24,Incongruent,GO,0
281,5,1,2,122,1,0.37855953626058192,1,1,0,24,Neutral,NO-GO,0
282,2,4,0,109,1,0.45299293625794201,2,1,0.44453829999838501,24,Incongruent,GO,0
283,5,3,2,110,1,0.64842043625685586,1,1,0,24,Neutral,NO-GO,0
284,4,1,0,122,1,0.42149363625867392,1,1,0,24,Incongruent,NO-GO,0
285,2,2,1,120,1,0.68461110000134795,2,1,0.52220463625781088,24,Congruent,GO,0
286,5,1,2,122,1,0.81531099999847401,2,1,0.35143049999896903,24,Neutral,GO,0
287,2,2,1,120,1,0.50209230000109495,2,1,0.356881299998349,24,Congruent,GO,0
288,5,1,2,122,1,0.690276600002107,1,1,0,24,Neutral,NO-GO,0
289,3,3,1,110,1,0.45112353625518192,1,1,0,24,Congruent,NO-GO,1
290,1,4,0,109,1,0.30844723626068993,1,1,0,24,Incongruent,NO-GO,0
291,2,2,1,120,1,0.40803820000292002,2,1,0.41673193625683802,24,Congruent,GO,0
292,4,4,1,109,1,0.540593036257633,1,1,0,24,Congruent,NO-GO,0
293,5,3,2,110,1,0.56711310000173387,1,1,0,24,Neutral,NO-GO,0
294,1,1,1,122,1,0.62328703625826187,1,1,0,24,Congruent,NO-GO,0
295,5,2,2,120,1,0.70412363625655405,2,1,0.45520109999779401,24,Neutral,GO,0
296,3,3,1,110,1,0.61384233625722096,2,1,0.49006163625745103,24,Congruent,GO,0
297,4,4,1,109,1,1.01673519999895,1,1,0,24,Congruent,NO-GO,0
298,3,2,0,120,1,0.42846170000120792,2,1,0.33140013625961701,24,Incongruent,GO,0
299,1,1,1,122,1,0.54993480000121087,2,1,0.32917143625672901,24,Congruent,GO,0
300,4,4,1,109,1,0.50043699999878288,2,1,0.35156057251515488,24,Congruent,GO,0
301,3,1,0,122,1,0.53519493625935888,2,1,0.44557889999850903,24,Incongruent,GO,0
302,5,4,2,109,1,0.47397360000104488,2,1,0.44366703625564702,24,Neutral,GO,0
303,4,1,0,122,1,0.49738703625553188,2,1,0.31273454502661502,24,Incongruent,GO,0
304,3,3,1,110,1,0.53963980000116885,2,1,0.32956523625762202,24,Congruent,GO,0
305,2,4,0,109,1,0.36482930000056502,2,1,0.302520299999742,24,Incongruent,GO,0
306,3,3,1,110,1,0.49043560000063702,2,1,0.33173253625864202,24,Congruent,GO,0
307,5,4,2,109,1,0.42977173626059101,1,1,0,24,Neutral,NO-GO,0
308,4,1,0,122,1,0.41544083625558392,2,1,0.283375036258803,24,Incongruent,GO,0
309,5,2,2,120,1,0.33817283625830902,2,1,0.31349879999834201,24,Neutral,GO,0
310,4,3,0,110,1,0.49239460000171692,1,1,0,24,Incongruent,NO-GO,0
311,1,2,0,120,1,0.58936670000184688,1,1,0,24,Incongruent,NO-GO,0
312,5,3,2,110,1,0.48736149999967893,1,1,0,24,Neutral,NO-GO,0
313,5,2,2,120,1,0.51200690000041504,1,1,0,24,Neutral,NO-GO,0
314,1,3,0,110,1,0.56663593625489705,2,1,0.687194100002671,24,Incongruent,GO,0
315,5,4,2,109,1,0.328796236259223,1,1,0,24,Neutral,NO-GO,0
316,4,2,0,120,1,0.53749579999930586,2,1,0.47743640000044302,24,Incongruent,GO,0
317,5,1,2,122,1,0.56264920000103302,1,1,0,24,Neutral,NO-GO,0
318,2,4,0,109,1,0.61730560000069101,2,1,0.34902950000105187,24,Incongruent,GO,0
319,5,3,2,110,1,0.69388473625804203,1,1,0,24,Neutral,NO-GO,0
320,4,1,0,122,1,0.69884789999923702,1,1,0,24,Incongruent,NO-GO,0
321,2,2,1,120,1,0.40346570000110688,2,1,0.405896699998266,24,Congruent,GO,0
322,5,1,2,122,1,0.58554463625841902,2,1,0.43746209999881103,24,Neutral,GO,0
323,2,2,1,120,1,0.615060136256943,2,1,0.346947536258085,24,Congruent,GO,0
324,5,1,2,122,1,0.75938419999874895,1,1,0,24,Neutral,NO-GO,0
325,3,3,1,110,1,0.40053443625947688,1,1,0,24,Congruent,NO-GO,1
326,1,4,0,109,1,0.50068429999737385,1,1,0,24,Incongruent,NO-GO,0
327,2,2,1,120,1,0.443220900000597,2,1,0.471100599999772,24,Congruent,GO,0
328,4,4,1,109,1,0.45617503625544492,1,1,0,24,Congruent,NO-GO,0
329,5,3,2,110,1,0.57524403625939202,1,1,0,24,Neutral,NO-GO,0
330,1,1,1,122,1,0.44029379999847201,1,1,0,24,Congruent,NO-GO,0
331,5,2,2,120,1,0.34813743625636601,2,1,0.41860219999944093,24,Neutral,GO,0
332,3,3,1,110,1,0.54042429999754005,2,1,0.31989473625435488,24,Congruent,GO,0
333,4,4,1,109,1,0.37079449999873793,1,1,0,24,Congruent,NO-GO,0
334,3,2,0,120,1,0.85890029999791295,2,1,0.42300029999751088,24,Incongruent,GO,0
335,1,1,1,122,1,0.33197983625723287,2,1,0.37264870000217287,24,Congruent,GO,0
336,4,4,1,109,1,0.49483759999929988,2,1,0.37700563625549,24,Congruent,GO,0
337,3,1,0,120,0,0.90518833625537798,2,1,0.49506909999763588,24,Incongruent,GO,0
338,5,4,2,109,1,0.47588727251422802,2,1,0.37529323625858502,24,Neutral,GO,0
339,4,1,0,122,1,0.64443103626035703,2,1,0.35293040000033188,24,Incongruent,GO,0
340,3,3,1,110,1,0.60675599999740404,2,1,0.334354636259377,24,Congruent,GO,0
341,2,4,0,109,1,0.30020729999887402,2,1,0.43282969999927401,24,Incongruent,GO,0
342,3,3,1,110,1,0.53209159999823885,2,1,0.328072436255752,24,Congruent,GO,0
343,5,4,2,109,1,0.56039339999915705,1,1,0,24,Neutral,NO-GO,0
344,4,1,0,122,1,0.46284843625835492,2,1,0.36394870000003687,24,Incongruent,GO,0
345,5,2,2,120,1,0.31780950000029401,2,1,0.33651439999812288,24,Neutral,GO,0
346,4,3,0,110,1,0.537904599998001,1,1,0,24,Incongruent,NO-GO,0
347,1,2,0,120,1,0.67220379999707802,1,1,0,24,Incongruent,NO-GO,0
348,5,3,2,110,1,0.62340693625810695,1,1,0,24,Neutral,NO-GO,0
349,5,2,2,120,1,0.66757890000008102,1,1,0,24,Neutral,NO-GO,0
350,1,3,0,110,1,0.80338413625577187,2,1,0.36883277251399688,24,Incongruent,GO,0
351,5,4,2,109,1,0.39855563625678803,1,1,0,24,Neutral,NO-GO,0
352,4,2,0,120,1,0.69116790000043704,2,1,0.42666884502978092,24,Incongruent,GO,0
353,5,1,2,122,1,0.40521219999936903,1,1,0,24,Neutral,NO-GO,0
354,2,4,0,109,1,0.42522370000006088,2,1,0.53510603625909403,24,Incongruent,GO,0
355,5,3,2,110,1,0.81997449999835204,1,1,0,24,Neutral,NO-GO,0
356,4,1,0,122,1,0.71695973625537601,1,1,0,24,Incongruent,NO-GO,0
357,2,2,1,120,1,0.32695333625815692,2,1,0.40638079999916987,24,Congruent,GO,0
358,5,1,2,122,1,0.65406609999990895,2,1,0.404466799998772,24,Neutral,GO,0
359,2,2,1,120,1,0.46711289999802802,2,1,0.38970400000107502,24,Congruent,GO,0
360,5,1,2,122,1,0.35497190000023687,1,1,0,24,Neutral,NO-GO,0
1,4,4,1,109,1,0.55209659998945404,2,0,0.41210363552090701,25,Congruent,False Alarm,1
2,2,3,0,110,1,0.71933170000556901,1,1,0.32024113553052302,25,Incongruent,GO,0
3,1,4,0,109,1,0.83488153552752886,1,1,0.54904053552309084,25,Incongruent,GO,0
