1,687,638,2,2,2,1,3.9649528000154501
1,537,65,3,1,2,1,0.93795789999421697
1,492,552,3,2,1,1,0.80633616939303498
1,172,280,3,1,2,1,0.93250960001023497
1,473,111,1,1,1,1,0.93577599999844097
1,271,408,3,1,2,1,0.73803589999442898
1,607,523,2,1,1,1,1.70864650001749
1,640,6,3,1,2,1,0.98477643469232101
1,118,701,1,2,2,1,0.95822363466140803
1,337,249,3,1,2,1,1.1577492999786001
1,27,360,3,2,1,1,1.85559920000378
1,732,542,2,1,1,1,1.1201224346878
1,426,256,4,2,1,1,0.79192593466723304
1,284,604,2,2,2,1,1.19922313469579
1,436,584,1,2,2,1,0.95669241223367896
1,64,619,2,1,1,1,1.0080227346625199
1,694,446,3,2,1,1,0.78879633467295196
1,597,675,2,1,1,1,1.45195620000595
1,528,726,3,2,1,1,1.9013721999945099
1,674,309,4,1,1,0,1.2454790346673701
1,321,384,4,2,1,1,2.3830971346760599
1,98,198,1,1,1,1,0.92841900000348698
1,43,347,4,2,1,1,1.4826590000011499
1,706,535,4,2,1,1,2.25417490000837
1,389,654,2,1,1,1,0.96070900000631798
1,499,94,1,1,1,1,1.67231936941971
1,100,12,1,2,2,1,0.978249834704911
1,2,464,2,1,1,1,0.93991349998395901
1,432,691,3,2,1,1,1.19010378161329
1,381,570,1,1,1,1,1.2293333999987199
1,510,411,1,2,2,1,1.0188841346825901
1,575,665,1,2,2,1,0.98934770000050798
1,1,272,1,2,2,1,1.4562022387690401
1,663,301,2,1,1,1,1.86168284690939
1,295,336,4,2,1,1,2.05014953468344
1,17,354,3,1,2,1,1.06596360000549
1,226,468,2,1,1,1,1.6913625000161101
1,353,676,2,1,1,1,1.8383411999966499
1,747,308,2,1,1,1,1.71863889999804
1,406,7,1,1,1,1,1.7941405346791699
1,358,68,2,1,1,1,1.19140173465712
1,305,99,4,1,2,1,1.02683881222038
1,52,395,4,2,1,1,1.1686494469177
1,130,142,4,2,1,1,2.2866812734573601
1,538,733,2,2,2,1,2.9586784999992202
1,133,705,3,2,1,1,0.93178643466671895
1,693,29,1,2,2,1,1.1344294000009501
1,745,33,4,1,2,1,1.86394323466811
1,470,568,2,1,2,0,1.5104674000176599
1,31,117,3,1,2,1,2.1010232999979102
1,266,565,4,1,2,1,1.2505539999983699
1,185,120,2,2,2,1,1.3712229122174899
1,636,548,1,2,2,1,2.69692113468773
1,16,507,3,2,1,1,1.58519743467332
1,216,101,4,1,2,1,1.04339540409273
1,169,114,1,2,2,1,1.0656508000101901
1,220,323,1,2,2,1,1.83562710406841
1,412,300,4,1,2,1,0.89718739999807395
1,343,161,2,1,1,1,3.4883401000115599
1,400,736,1,2,2,1,1.00242133467691
1,450,466,3,2,1,1,1.1992106346879201
1,9,66,2,1,1,1,2.0536770999897298
1,460,357,4,2,1,1,2.0728039346868199
1,184,195,3,2,1,1,1.8259905999875601
1,322,427,1,2,2,1,1.85928577752202
1,132,518,4,1,2,1,1.5009293000039201
1,503,42,1,2,2,1,1.8787314999790401
1,433,268,4,1,2,1,1.54127643469838
1,688,707,3,1,2,1,0.88111839999328401
1,50,157,1,2,2,1,0.89193969999905698
1,312,222,1,2,2,1,1.2159297000034699
1,476,721,4,1,2,1,1.01647140001296
1,556,273,4,2,1,1,3.5855882346804702
1,661,458,2,1,1,1,1.82257340001524
1,680,194,2,1,1,1,1.0057886000140599
1,317,543,3,2,1,1,0.88048069999786105
1,287,454,3,1,2,1,1.1883228346705399
1,203,505,4,2,1,1,4.3405548346927398
1,212,642,4,1,2,1,1.1667518346803301
1,207,5,3,2,1,1,1.08059203470475
2,33,203,4,1,2,1,1.2533778999932099
2,318,584,3,2,1,1,0.73140259998035595
2,640,507,1,1,2,0,0.92708970000967394
2,705,548,3,1,2,1,1.08339220000198
2,403,588,4,2,1,1,0.97073209998779897
2,119,587,1,1,1,1,1.3989256366621701
2,239,592,3,1,1,0,1.1179231000132901
2,638,470,2,1,1,1,2.9544104366505102
2,320,300,2,2,2,1,0.83855459999176696
2,517,468,4,1,1,0,1.1839015000150499
2,672,1,1,1,1,1,1.4811886999814301
2,596,216,4,2,1,1,0.87434953666524995
2,354,678,3,2,1,1,0.93809310000506196
2,56,499,1,1,1,1,0.97826753667322897
2,301,538,2,1,1,1,1.6647532366623601
2,186,747,2,2,2,1,1.1743799000105399
2,229,339,4,2,1,1,1.9405791000171999
2,526,557,1,2,2,1,1.62961524666753
2,688,614,1,2,1,0,1.3503536000207499
2,654,122,2,2,2,1,2.5234371999977201
2,64,653,4,2,1,1,1.29328838334186
2,532,691,1,1,1,1,1.07720510000945
2,42,322,1,2,2,1,2.4706834033422602
2,707,635,3,2,1,1,0.989690199989127
2,143,326,1,1,1,1,1.8356191666389401
2,597,453,4,2,1,1,1.60370343667455
2,569,183,3,1,2,1,1.26944149998599
2,498,268,2,1,1,1,1.4443519566557399
2,522,66,4,2,1,1,1.0066917366639201
2,714,265,3,2,1,1,1.16045353666414
2,733,389,2,1,1,1,4.4203367366571902
2,132,187,2,2,2,1,1.3510161000012899
2,528,159,1,1,1,1,0.90137671332922797
2,8,207,3,2,1,1,1.98636859998805
2,546,745,4,2,2,0,1.2837072366674001
2,198,213,1,1,1,1,1.9847217999922599
2,602,552,1,2,1,0,1.0102473366714499
2,131,740,3,2,1,1,1.7390908000234
2,135,412,4,2,1,1,0.79968738334719103
2,266,110,2,1,1,1,0.89405393667402699
2,7,578,1,2,2,1,1.26720170001499
2,3,566,2,2,1,0,1.61191779997898
2,701,50,1,1,1,1,0.86610650000511702
2,314,194,4,1,2,1,1.09206199998152
2,626,673,4,2,1,1,1.10049159999471
2,338,357,2,1,2,0,2.14890853664838
2,65,152,3,1,2,1,1.0394678366719701
2,674,284,2,1,1,1,0.84056753665208805
2,151,661,2,1,1,1,2.46122399999877
2,5,184,3,1,2,1,1.32749813667033
2,426,199,2,2,2,1,1.21578399999999
2,358,52,4,2,1,1,0.90249229999608405
2,336,262,4,1,1,0,2.4560994366474902
2,98,70,3,1,2,1,2.2462151999934599
2,351,524,3,1,1,0,1.71388833664241
2,222,710,1,2,2,1,1.00345430002199
2,427,406,1,1,1,1,2.5078151999914602
2,646,454,1,1,2,0,1.2387256366491799
2,575,157,3,1,2,1,1.2312440999958201
2,696,299,3,2,2,0,2.13382843666477
2,484,445,1,1,1,1,1.5893851000000701
2,12,536,1,2,2,1,1.19583559999592
2,681,2,2,2,2,1,1.9843606000067699
2,505,130,4,1,2,1,2.07270790002076
2,675,534,2,1,1,1,0.94874740001978397
2,171,263,3,1,2,1,0.98622760002035703
2,676,273,2,2,1,0,1.5376464000146399
2,565,235,4,1,2,1,1.2658422933309299
2,708,272,3,1,2,1,2.3417443000071199
2,312,411,3,2,2,0,1.58413563665818
2,510,111,3,2,1,1,0.80915499999537099
2,721,619,4,2,1,1,1.4612482000084099
2,433,449,2,1,1,1,1.08986410000944
2,452,84,4,2,2,0,2.2869386466627502
2,169,669,3,1,2,1,1.3839120000193399
2,680,278,4,1,2,1,1.81592033663765
2,523,343,2,2,2,1,1.22296443665982
2,383,53,4,2,1,1,1.36437329999171
2,665,693,1,2,1,0,1.5631483999895901
2,305,101,2,2,2,1,1.1473937999981001
3,568,470,4,1,2,1,8.4362934000091592
3,232,319,3,2,1,1,2.2874668000149501
3,152,8,3,1,2,1,1.31832483570906
3,402,732,4,2,1,1,1.34230879999814
3,31,213,3,1,2,1,1.22389199997997
3,137,317,1,2,2,1,1.04947893571807
3,359,301,2,2,2,1,1.4974720357277
3,710,484,1,2,2,1,1.8368945999827699
3,657,308,2,1,1,1,2.3063338927167898
3,97,738,3,1,2,1,1.29123783568502
3,271,544,3,2,1,1,1.5671516071015501
3,532,5,3,1,2,1,1.6194777999771801
3,505,161,2,2,2,1,1.3058924999786501
3,386,546,4,2,1,1,1.51019979998819
3,358,388,2,1,1,1,1.6047783000103699
3,460,626,4,1,2,1,1.2591763356758701
3,522,458,2,2,1,0,2.3030615640745999
3,450,98,3,1,2,1,2.0972021999768899
3,39,68,2,2,2,1,1.0844446000119199
3,207,169,3,1,2,1,1.6778467356925799
3,142,468,2,1,1,1,1.0799220000044401
3,7,175,3,2,1,1,1.36510709999129
3,482,99,4,2,1,1,3.0177984000183602
