1,3,2,0,120,1,0.74562760000117101,0,0,0,0,0,1
2,4,4,1,109,1,0.52577760000713203,1,2,0.70506439998280301,1,466,1
3,2,1,0,122,1,0.70612953609088402,0,0,0,0,0,1
4,5,3,2,110,1,0.80521400002180599,1,2,0.45612360001541702,0,587,1
5,3,4,0,109,1,0.76174340001307395,2,1,0.52612590001081105,1,518,1
6,5,2,2,110,0,0.70425199999590404,2,1,0.65788143611280303,1,199,1
7,2,4,0,109,1,0.826316599996062,1,2,0.60542883613379705,1,446,1
8,5,1,2,122,1,1.25426610000432,1,1,0.70940703610540401,1,691,1
9,2,2,1,120,1,0.69130313608911798,0,0,0,0,0,1
10,5,3,2,110,1,0.516551000007894,1,2,0.56393809997825906,1,708,1
11,1,4,0,109,1,0.77028139997855805,2,0,0,0,59,1
12,3,2,0,110,0,0.78530990000581402,2,2,0.66525999997975305,1,284,1
13,5,1,2,122,1,0.79233200001181103,1,2,1.5542469000211001,1,322,1
14,2,2,1,120,1,0.76586360001238096,2,2,1.55463173610042,1,596,1
15,5,1,2,122,1,0.71878870000364303,0,0,0,0,0,1
16,4,4,1,109,1,0.66242179999244399,0,0,0,0,0,1
17,2,3,0,110,1,0.71622000000206798,1,2,0.57963500000187196,1,407,1
18,1,4,0,109,1,1.0175492999842399,1,2,0.48220790000050301,0,705,1
19,5,2,2,120,1,0.85235130001092296,0,0,0,0,0,1
20,1,1,1,122,1,0.60317699998267904,1,1,0.61151529999915499,1,220,1
21,5,3,2,110,1,0.82344793612719502,2,1,1.5925735000055301,1,268,1
22,4,1,0,122,1,1.1818740000017001,0,0,0,0,0,1
23,5,3,2,110,1,0.58581590000539996,0,0,0,0,0,1
24,1,2,0,120,1,0.84937173611251604,0,0,0,0,0,1
25,4,4,1,109,1,0.91421913611702599,1,2,0.90607680001994595,1,280,1
26,5,3,2,110,1,0.64755639998475101,2,2,0.62272913611377601,1,449,1
27,2,2,1,120,1,0.67440773610724103,1,1,0.53604033609735802,1,195,1
28,3,1,0,122,1,1.2742200999928199,2,2,0.74128830002155199,1,290,1
29,2,2,1,120,1,0.72377240000059795,2,2,0.81021949998103104,1,384,1
30,3,3,1,110,1,0.748924536106642,2,1,1.2141866361198499,1,300,1
31,5,4,2,109,1,0.69390050001675296,2,2,0.98766683609574102,1,535,1
32,4,1,0,122,1,0.77704919999814603,1,2,0.64766550000058498,1,169,1
33,3,3,1,110,1,0.663420500000939,0,0,0,0,0,1
34,1,1,1,120,0,0.60575329998391703,0,0,0,0,0,1
35,4,4,1,109,1,0.60809630001313097,2,1,1.1063277361099599,1,732,1
36,5,3,2,110,1,0.67567769999732297,0,0,0,0,0,1
37,5,3,2,110,1,0.59644890000345197,1,1,0.91509903609403398,1,406,1
38,3,4,0,109,1,0.65636890000314496,2,1,0.67960849998053197,1,389,1
39,5,2,2,120,1,0.85764150001341499,2,1,0.49833689999650199,1,336,1
